Station Name,Filtered,Parameter,Date/Time,Date,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
EL5.5GC,,Ammonia Nitrogen,2024/10/8 09:15,2024/10/8,0.06,,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL5.5GC,,Ammonia Nitrogen,2024/11/5 09:05,2024/11/5,0.03,U,mg/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EL5.5GC,,Ammonia Nitrogen,2024/12/10 09:10,2024/12/10,0.03,J,mg/L,,Duplicate Site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL5.5GC,,Ammonia Nitrogen,2024/12/10 09:10,2024/12/10,0.04,J,mg/L,,Duplicate Site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/1/9 09:10,2024/1/9,0.03,J,mg/L,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/2/13 09:10,2024/2/13,0.03,J,mg/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/3/12 08:50,2024/3/12,0.03,U,mg/L,,"Duplicate site, TOC duplicate site Duplicate",No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/3/12 08:50,2024/3/12,0.03,J,mg/L,,"Duplicate site, TOC duplicate site Duplicate",No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/4/9 08:45,2024/4/9,0.03,J,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/5/14 08:30,2024/5/14,0.08,,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/6/11 09:05,2024/6/11,0.05,J,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/7/9 08:30,2024/7/9,0.05,J,mg/L,,Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/8/13 08:30,2024/8/13,0.03,U,mg/L,,"TOC duplicate site, High Turbidity",No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/9/10 09:00,2024/9/10,0.03,U,mg/L,,turbid water,No,Sunny,2,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/10/8 08:55,2024/10/8,0.04,J,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/11/5 08:40,2024/11/5,0.03,U,mg/L,,Duplicate site Duplicate,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/11/5 08:40,2024/11/5,0.05,J,mg/L,,Duplicate site Duplicate,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,,Ammonia Nitrogen,2024/12/10 08:45,2024/12/10,0.03,U,mg/L,,water is murky,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/1/9 08:55,2024/1/9,0.06,,mg/L,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/2/13 08:55,2024/2/13,0.04,J,mg/L,,Duplicate Site Duplicate,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/2/13 08:55,2024/2/13,0.06,,mg/L,,Duplicate Site Duplicate,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/3/12 08:30,2024/3/12,0.04,J,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/4/9 08:30,2024/4/9,0.04,J,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/5/14 08:15,2024/5/14,0.11,,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/6/11 08:50,2024/6/11,0.11,,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/7/9 08:15,2024/7/9,0.06,,mg/L,,Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/8/13 08:10,2024/8/13,0.03,U,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/9/10 08:45,2024/9/10,0.03,J,mg/L,,iron oxidizing bacteria,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/10/8 08:35,2024/10/8,0.03,U,mg/L,,Duplicate site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/10/8 08:35,2024/10/8,0.06,,mg/L,,Duplicate site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/11/5 08:20,2024/11/5,0.04,J,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,,Ammonia Nitrogen,2024/12/10 08:25,2024/12/10,0.03,U,mg/L,,water is murky,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/1/9 08:25,2024/1/9,0.08,,mg/L,,Light rain Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/1/9 08:25,2024/1/9,0.08,,mg/L,,Light rain Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/2/13 08:10,2024/2/13,0.09,,mg/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/3/12 08:15,2024/3/12,0.04,J,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/4/9 08:10,2024/4/9,0.04,J,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/5/14 07:55,2024/5/14,0.49,J,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/6/11 08:00,2024/6/11,0.05,,mg/L,,"DO probe failure, return to city hall to swap meters",No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/7/9 07:55,2024/7/9,1.29,,mg/L,,"Murky water, smells like gray water Duplicate",No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/8/13 08:00,2024/8/13,0.06,,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/9/10 08:10,2024/9/10,0.04,J,mg/L,,Duplicate site Clear flow Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/9/10 08:10,2024/9/10,0.04,J,mg/L,,Duplicate site Clear flow Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/10/8 08:05,2024/10/8,0.27,,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/11/5 08:05,2024/11/5,0.04,J,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Ammonia Nitrogen,2024/12/10 08:00,2024/12/10,0.2,,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/1/2 09:10,2024/1/2,0.49,,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/2/6 08:55,2024/2/6,0.03,J,mg/L,,Duplicate Site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/2/6 08:55,2024/2/6,0.03,J,mg/L,,Duplicate Site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/3/5 08:40,2024/3/5,0.03,J,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/4/2 08:50,2024/4/2,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/5/7 08:45,2024/5/7,0.06,,mg/L,, ,Yes,Partly Cloudy,4,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/6/4 08:30,2024/6/4,1.45,,mg/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/7/2 08:45,2024/7/2,0.07,,mg/L,,Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/8/6 08:40,2024/8/6,0.05,J,mg/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/9/3 08:55,2024/9/3,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/10/1 09:05,2024/10/1,0.09,,mg/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/10/1 09:05,2024/10/1,0.05,,mg/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/11/4 08:55,2024/11/4,0.03,U,mg/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EN10.3WC,,Ammonia Nitrogen,2024/12/3 08:50,2024/12/3,0.03,U,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/1/2 08:30,2024/1/2,0.03,U,mg/L,,Duplicate Site Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/1/2 08:30,2024/1/2,0.03,U,mg/L,,Duplicate Site Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/2/6 08:30,2024/2/6,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/3/5 08:15,2024/3/5,0.03,U,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/4/2 08:25,2024/4/2,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/5/7 08:20,2024/5/7,0.03,J,mg/L,, ,Yes,Partly Cloudy,4,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/6/4 08:05,2024/6/4,0.03,U,mg/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/7/2 08:20,2024/7/2,0.03,U,mg/L,,Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/8/6 08:10,2024/8/6,0.03,U,mg/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/9/3 08:20,2024/9/3,0.03,U,mg/L,,Duplicate site Duplicate,No,Sunny,4,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/9/3 08:20,2024/9/3,0.03,J,mg/L,,Duplicate site Duplicate,No,Sunny,4,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/10/1 08:35,2024/10/1,0.05,,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/11/4 08:30,2024/11/4,0.03,U,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EN13.3ER,,Ammonia Nitrogen,2024/12/3 08:25,2024/12/3,0.03,U,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/1/2 10:00,2024/1/2,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/2/6 09:55,2024/2/6,0.03,U,mg/L,, ,,,,,,,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/3/5 10:25,2024/3/5,0.03,U,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/4/2 10:25,2024/4/2,0.03,U,mg/L,, ,No,Partly Cloudy,3,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/5/7 10:10,2024/5/7,0.05,,mg/L,,Duplicate site Duplicate,Yes,Sunny,4,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/5/7 10:10,2024/5/7,0.05,J,mg/L,,Duplicate site Duplicate,Yes,Sunny,4,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/6/4 10:05,2024/6/4,0.03,J,mg/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/7/2 10:05,2024/7/2,0.04,J,mg/L,,Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/8/6 10:00,2024/8/6,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/9/3 10:15,2024/9/3,0.03,U,mg/L,, ,No,Sunny,4,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/10/1 10:10,2024/10/1,0.05,,mg/L,, ,,,,,,,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/11/4 10:20,2024/11/4,0.03,U,mg/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EN4.9ER,,Ammonia Nitrogen,2024/12/3 10:25,2024/12/3,0.03,U,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/1/2 09:30,2024/1/2,0.03,U,mg/L,,TOC duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/2/6 09:20,2024/2/6,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/3/5 09:15,2024/3/5,0.03,U,mg/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/3/5 09:15,2024/3/5,0.03,U,mg/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/4/2 09:15,2024/4/2,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/5/7 09:05,2024/5/7,0.06,,mg/L,, ,Yes,Partly Cloudy,4,G,No,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/6/4 09:00,2024/6/4,0.03,U,mg/L,,TOC duplicate site,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/7/2 09:10,2024/7/2,0.04,J,mg/L,,Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/8/6 09:00,2024/8/6,0.03,U,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/9/3 09:20,2024/9/3,0.03,U,mg/L,, ,No,Sunny,4,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/10/1 09:40,2024/10/1,0.04,J,mg/L,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/11/4 09:10,2024/11/4,0.03,U,mg/L,,TOC duplicate site,No,Overcast,2,G,Yes,SDWRF,Ambient
EN8.9ER,,Ammonia Nitrogen,2024/12/3 09:10,2024/12/3,0.03,U,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/1/9 10:25,2024/1/9,0.03,J,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/2/13 10:55,2024/2/13,0.04,J,mg/L,, ,Yes,Sunny,4,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/3/12 10:15,2024/3/12,0.03,J,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/4/9 10:05,2024/4/9,0.03,U,mg/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/5/14 09:55,2024/5/14,0.05,,mg/L,,Rain,Yes,Overcast,3,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/6/11 10:45,2024/6/11,0.04,J,mg/L,,Duplicate site Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/6/11 10:45,2024/6/11,0.05,,mg/L,,Duplicate site Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/7/9 09:40,2024/7/9,0.04,J,mg/L,,Very Turbid Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/8/13 09:30,2024/8/13,0.03,U,mg/L,, ,No,Overcast,4,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/9/10 10:25,2024/9/10,0.03,U,mg/L,,Stream gage out of order,No,Sunny,2,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/10/8 10:15,2024/10/8,0.03,U,mg/L,,"Staff gage out of water, water turbid",No,Sunny,3,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/11/5 09:50,2024/11/5,0.04,J,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
LC1.1LC,,Ammonia Nitrogen,2024/12/10 10:15,2024/12/10,0.03,U,mg/L,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/1/9 10:40,2024/1/9,0.06,,mg/L,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/2/13 10:40,2024/2/13,0.05,,mg/L,, ,Yes,Sunny,4,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/3/12 10:30,2024/3/12,0.03,J,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/4/9 10:20,2024/4/9,0.03,U,mg/L,,Light rain started,Yes,Overcast,3,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/7/9 10:00,2024/7/9,0.03,J,mg/L,,Duplicate site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/7/9 10:00,2024/7/9,0.03,J,mg/L,,Duplicate site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/8/13 09:45,2024/8/13,0.03,J,mg/L,, ,No,Overcast,4,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/9/10 10:45,2024/9/10,0.04,J,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/10/8 10:40,2024/10/8,0.04,J,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/11/5 10:05,2024/11/5,0.03,J,mg/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
LC2.0RBC,,Ammonia Nitrogen,2024/12/10 10:30,2024/12/10,0.03,U,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
LL3.4LLC,,Ammonia Nitrogen,2024/1/2 11:25,2024/1/2,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
LL3.4LLC,,Ammonia Nitrogen,2024/2/6 11:10,2024/2/6,0.03,U,mg/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
LL3.4LLC,,Ammonia Nitrogen,2024/3/5 11:20,2024/3/5,0.03,J,mg/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
LL3.4LLC,,Ammonia Nitrogen,2024/4/2 11:15,2024/4/2,0.03,U,mg/L,, ,No,Partly Cloudy,3,G,Yes,SDWRF,Ambient
LL3.4LLC,,Ammonia Nitrogen,2024/5/7 11:10,2024/5/7,0.06,,mg/L,, ,Yes,Partly Cloudy,3,G,Yes,SDWRF,Ambient
LL3.4LLC,,Ammonia Nitrogen,2024/6/4 11:15,2024/6/4,0.06,,mg/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
